bet_id,event_date,slate_date,event_id,game_id,commence_time,home_team,away_team,team,opponent,platform,platform_key,player,market,direction,line,sportsbook_odds,projection,raw_projection_edge,probability,sportsbook_implied_probability,no_vig_implied_probability,probability_edge,expected_value,fair_odds,grade,confidence_tier,distribution_method,calibration_sample_size,validation_mae,kelly_fraction,recommended_bankroll_fraction,fetched_at,logged_at,stake,closing_line,closing_odds,actual_result,outcome,profit,grading_status,grading_note,matched_game_pk,graded_at
2026-07-17|||prophetx|drake baldwin|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Drake Baldwin,hitter_hits,Under,1.5,-210,0.901,-0.599,0.7976,0.6774,0.6465,0.1511,0.1774,-394.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3725,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,3.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betmgm|drake baldwin|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,BetMGM,,Drake Baldwin,hitter_hits_runs_rbis,Under,2.5,-150,2.045,-0.455,0.6843,0.6,0.5633,0.121,0.1405,-217.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2107,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,10.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|drake baldwin|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Drake Baldwin,hitter_hits_runs_rbis,Under,2.5,-138,2.045,-0.455,0.6843,0.5798,0.5549,0.1294,0.1801,-217.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2486,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,10.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|drake baldwin|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Drake Baldwin,hitter_runs,Under,0.5,104,0.541,0.041,0.6325,0.4902,0.4705,0.1619,0.2903,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2791,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,2.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|drake baldwin|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Drake Baldwin,hitter_total_bases,Over,0.5,100,1.655,1.155,0.6913,0.5,0.5,0.1913,0.3826,-224.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3826,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,6.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|elias díaz|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Elias Díaz,hitter_runs,Under,0.5,-100,0.346,-0.154,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|ernie clement|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,Chicago White Sox,Fanatics,,Ernie Clement,hitter_hits,Under,1.5,-230,0.971,-0.529,0.7951,0.697,0.653,0.1421,0.1408,-388.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.324,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,2.0,LOSS,-1.0,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|evan carter|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Evan Carter,hitter_runs,Under,0.5,-100,0.378,-0.122,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|ezequiel duran|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Prophetx,,Ezequiel Duran,hitter_total_bases,Over,0.5,485,1.597,1.097,0.6638,0.1709,0.1625,0.5013,2.8831,-197.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.5945,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|jake burger|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Jake Burger,hitter_total_bases,Over,0.5,100,1.72,1.22,0.7235,0.5,0.5,0.2235,0.447,-262.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.447,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,0.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|josh jung|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Josh Jung,hitter_total_bases,Over,0.5,100,1.717,1.217,0.7228,0.5,0.5,0.2228,0.4455,-261.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.4455,0.025,2026-07-17T08:38:25Z,2026-07-17T08:41:23.609205+00:00,,,,0.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|justin foscue|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Justin Foscue,hitter_runs,Under,0.5,-100,0.347,-0.153,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,0.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betmgm|matt olson|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,BetMGM,,Matt Olson,hitter_rbis,Under,0.5,-155,0.675,0.175,0.7198,0.6078,0.5665,0.1532,0.1841,-257.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.2854,0.025,2026-07-17T08:38:25Z,2026-07-17T08:41:23.609205+00:00,,,,1.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|matt olson|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Matt Olson,hitter_rbis,Under,0.5,-148,0.675,0.175,0.7198,0.5968,0.571,0.1488,0.2061,-257.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.305,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,1.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|matt olson|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Matt Olson,hitter_total_bases,Over,0.5,100,1.898,1.398,0.8021,0.5,0.5,0.3021,0.6042,-405.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.6042,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,5.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|mauricio dubón|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Mauricio Dubón,hitter_total_bases,Over,0.5,100,1.815,1.315,0.7704,0.5,0.5,0.2704,0.5409,-336.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.5409,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,2.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||caesars|michael harris|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Caesars,,Michael Harris,hitter_hits_runs_rbis,Under,2.5,-159,2.043,-0.457,0.6845,0.6139,0.5735,0.111,0.1149,-217.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.1828,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,6.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|michael harris|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Fanatics,,Michael Harris,hitter_rbis,Under,0.5,-150,0.517,0.017,0.722,0.6,0.5516,0.1704,0.2034,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.305,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,3.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|michael harris ii|hitter_fantasy_score|under|7.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Michael Harris II,hitter_fantasy_score,Under,7.5,-100,6.837,-0.663,0.6636,0.5,0.5,0.1636,0.3271,-197.0,A,Strong,empirical_holdout_residuals,5346.0,5.5305,0.3271,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,18.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|michael harris ii|hitter_hits|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Michael Harris II,hitter_hits,Over,0.5,100,1.085,0.585,0.6037,0.5,0.5,0.1037,0.2073,-152.0,B+,Good,empirical_holdout_residuals,5296.0,0.6828,0.2073,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,2.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|michael harris ii|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Michael Harris II,hitter_hits,Under,1.5,-220,1.085,-0.415,0.7816,0.6875,0.6549,0.1267,0.1368,-358.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.301,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,2.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|michael harris ii|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Novig,,Michael Harris II,hitter_hits_runs_rbis,Under,2.5,-138,2.043,-0.457,0.6845,0.5798,0.5549,0.1296,0.1805,-217.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.249,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,6.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|michael harris ii|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Michael Harris II,hitter_rbis,Under,0.5,-148,0.517,0.017,0.722,0.5968,0.571,0.151,0.2099,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3106,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,3.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|michael harris ii|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Michael Harris II,hitter_total_bases,Over,0.5,365,1.877,1.377,0.794,0.2151,0.2046,0.5894,2.6921,-385.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.7376,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,4.0,WIN,3.65,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||bet365|myles straw|hitter_hits|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,Chicago White Sox,Bet365,,Myles Straw,hitter_hits,Under,0.5,120,0.408,-0.092,0.5931,0.4545,0.4248,0.1683,0.3048,-146.0,B,Playable,empirical_holdout_residuals,5296.0,0.6828,0.254,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,0.0,WIN,1.2,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|myles straw|hitter_hits|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,Chicago White Sox,Fanatics,,Myles Straw,hitter_hits,Under,0.5,125,0.408,-0.092,0.5931,0.4444,0.4165,0.1766,0.3345,-146.0,B,Playable,empirical_holdout_residuals,5296.0,0.6828,0.2676,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,0.0,WIN,1.25,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||parx|myles straw|hitter_hits|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,Chicago White Sox,Parx,,Myles Straw,hitter_hits,Under,0.5,110,0.408,-0.092,0.5931,0.4762,0.4473,0.1458,0.2455,-146.0,B,Playable,empirical_holdout_residuals,5296.0,0.6828,0.2232,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,1.1,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|nicky lopez|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Nicky Lopez,hitter_runs,Under,0.5,-100,0.326,-0.174,0.6329,0.5,0.5,0.1329,0.2657,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2657,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|ozzie albies|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Ozzie Albies,hitter_total_bases,Over,0.5,100,1.76,1.26,0.7403,0.5,0.5,0.2403,0.4806,-285.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.4806,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,2.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|ozzie albies|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Prophetx,,Ozzie Albies,hitter_total_bases,Over,0.5,580,1.76,1.26,0.7403,0.1471,0.1397,0.6006,4.034,-285.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.6955,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,2.0,WIN,5.8,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|spencer miles|pitcher_outs|under|11.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,Chicago White Sox,Pinnacle,,Spencer Miles,pitcher_outs,Under,11.5,128,9.475,-2.025,0.7452,0.4386,0.4095,0.3356,0.699,-292.0,A+,Elite,normal_residual_std,,,0.5461,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,12.0,LOSS,-1.0,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|spencer miles|pitcher_strikeouts|under|3.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,,Pinnacle,,Spencer Miles,pitcher_strikeouts,Under,3.5,108,2.669,-0.831,0.7209,0.4808,0.4468,0.2741,0.4995,-258.0,A+,Elite,poisson,,,0.4625,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,4.0,LOSS,-1.0,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|vladimir guerrero|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Toronto Blue Jays,Chicago White Sox,Fanatics,,Vladimir Guerrero,hitter_hits,Under,1.5,-230,0.826,-0.674,0.7985,0.697,0.653,0.1455,0.1457,-396.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3351,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,1.0,WIN,0.43478260869565216,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|brice turang|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Milwaukee Brewers,Miami Marlins,Betr,,Brice Turang,hitter_total_bases,Over,0.5,100,1.857,1.357,0.7848,0.5,0.5,0.2848,0.5695,-365.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.5695,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,LOSS,-1.0,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|griffin conine|hitter_hits_runs_rbis|over|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Miami Marlins,Milwaukee Brewers,Fanatics,,Griffin Conine,hitter_hits_runs_rbis,Over,0.5,-135,1.706,1.206,0.6484,0.5745,0.5287,0.1198,0.1288,-184.0,B+,Good,empirical_holdout_residuals,5346.0,1.5192,0.1738,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,3.0,WIN,0.7407407407407407,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|griffin conine|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Miami Marlins,Milwaukee Brewers,Betr,,Griffin Conine,hitter_runs,Under,0.5,-100,0.392,-0.108,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,1.0,LOSS,-1.0,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|jackson chourio|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Milwaukee Brewers,Miami Marlins,Betr,,Jackson Chourio,hitter_total_bases,Over,0.5,100,1.724,1.224,0.7248,0.5,0.5,0.2248,0.4497,-263.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.4497,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,0.0,LOSS,-1.0,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|kyle stowers|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Miami Marlins,Milwaukee Brewers,Betr,,Kyle Stowers,hitter_total_bases,Over,0.5,100,1.825,1.325,0.7729,0.5,0.5,0.2729,0.5458,-340.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.5458,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,LOSS,-1.0,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|liam hicks|hitter_hits|over|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Miami Marlins,Milwaukee Brewers,Betr,,Liam Hicks,hitter_hits,Over,0.5,100,1.077,0.577,0.5988,0.5,0.5,0.0988,0.1975,-149.0,B,Playable,empirical_holdout_residuals,5296.0,0.6828,0.1975,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,1.0,WIN,1.0,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|liam hicks|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Miami Marlins,Milwaukee Brewers,Betr,,Liam Hicks,hitter_total_bases,Over,0.5,100,1.896,1.396,0.8006,0.5,0.5,0.3006,0.6012,-402.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.6012,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,1.0,WIN,1.0,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||parx|sandy alcantara|pitcher_outs|over|17.5,2026-07-17,,,,2026-07-17T23:40:00Z,,,Miami Marlins,Milwaukee Brewers,Parx,,Sandy Alcantara,pitcher_outs,Over,17.5,-139,18.324,0.824,0.6058,0.5816,0.5426,0.0631,0.0416,-154.0,B+,Good,normal_residual_std,,,0.0578,0.0144,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,18.0,WIN,0.7194244604316546,GRADED,,823766.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|bailey ober|pitcher_outs|over|15.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Minnesota Twins,Chicago Cubs,Novig,,Bailey Ober,pitcher_outs,Over,15.5,183,16.47,0.97,0.6239,0.3534,0.3468,0.2771,0.7658,-166.0,B+,Good,normal_residual_std,,,0.4185,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,16.0,WIN,1.83,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|colin rea|pitcher_strikeouts|under|3.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,,Pinnacle,,Colin Rea,pitcher_strikeouts,Under,3.5,-108,3.036,-0.464,0.6392,0.5192,0.4849,0.1543,0.231,-177.0,B+,Good,poisson,,,0.2495,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,6.0,LOSS,-1.0,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|kody clemens|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Minnesota Twins,Chicago Cubs,Fanatics,,Kody Clemens,hitter_rbis,Under,0.5,-150,0.567,0.067,0.722,0.6,0.5516,0.1704,0.2034,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.305,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,0.6666666666666666,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|michael busch|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,Minnesota Twins,Fanatics,,Michael Busch,hitter_rbis,Under,0.5,-140,0.603,0.103,0.722,0.5833,0.5385,0.1836,0.2377,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3328,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,1.0,LOSS,-1.0,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|pete crow-armstrong|hitter_hits|under|1.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,Minnesota Twins,Fanatics,,Pete Crow-Armstrong,hitter_hits,Under,1.5,-205,0.826,-0.674,0.7985,0.6721,0.6315,0.167,0.1881,-396.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3855,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,0.4878048780487805,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||draftkings|pete crow-armstrong|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,Minnesota Twins,DraftKings,,Pete Crow-Armstrong,hitter_hits_runs_rbis,Under,2.5,-126,1.915,-0.585,0.7015,0.5575,0.5212,0.1803,0.2582,-235.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.3253,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,1.0,WIN,0.7936507936507936,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|pete crow-armstrong|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,Minnesota Twins,Fanatics,,Pete Crow-Armstrong,hitter_rbis,Under,0.5,-130,0.565,0.065,0.722,0.5652,0.519,0.203,0.2774,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.3606,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,0.7692307692307693,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|pete crow-armstrong|hitter_total_bases|under|1.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,Minnesota Twins,Fanatics,,Pete Crow-Armstrong,hitter_total_bases,Under,1.5,105,1.502,0.002,0.6495,0.4878,0.4554,0.194,0.3314,-185.0,B+,Good,empirical_holdout_residuals,5296.0,1.3495,0.3156,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,1.05,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|ryan jeffers|hitter_hits|under|1.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Minnesota Twins,Chicago Cubs,Fanatics,,Ryan Jeffers,hitter_hits,Under,1.5,-230,0.914,-0.586,0.7976,0.697,0.653,0.1446,0.1444,-394.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.332,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,1.0,WIN,0.43478260869565216,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|seiya suzuki|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-18T00:05:00Z,,,Chicago Cubs,Minnesota Twins,Fanatics,,Seiya Suzuki,hitter_rbis,Under,0.5,-155,0.577,0.077,0.722,0.6078,0.5607,0.1613,0.1878,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.2911,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,0.0,WIN,0.6451612903225806,GRADED,,824655.0,2026-07-18T05:02:19.714710+00:00
